DATA,PRECIPITACAO_PR,PRESSAO_ATM_PR,TEMP_AR_BULBO_SECO_PR,TEMP_ORVALHO_PR,UMIDADE_RELATIVA_AR_PR,VELOCIDADE_VENTO_PR,PRECIPITACAO_RS,PRESSAO_ATM_RS,TEMP_AR_BULBO_SECO_RS,TEMP_ORVALHO_RS,UMIDADE_RELATIVA_AR_RS,VELOCIDADE_VENTO_RS,PRECIPITACAO_SC,PRESSAO_ATM_SC,TEMP_AR_BULBO_SECO_SC,TEMP_ORVALHO_SC,UMIDADE_RELATIVA_AR_SC,VELOCIDADE_VENTO_SC
2010-10-21,2.8000000000000003,948.1163829787234,21.508936170212767,11.594468085106381,58.03404255319149,2.1482978723404256,0.6000000000000001,972.2544117647059,20.504901960784313,12.575245098039215,63.681372549019606,3.0953431372549023,0.2,946.7322916666667,19.334166666666665,12.762916666666666,68.77083333333333,2.376875
2010-10-22,84.0,946.3773504273504,20.445940170940172,13.005128205128205,66.07692307692308,2.435042735042735,121.0,970.6438725490196,19.743504901960787,15.755024509803922,78.98651960784314,2.309191176470588,37.0,945.1583333333333,18.3275,14.599791666666667,79.93333333333334,2.61625
2010-10-23,54.4,944.5110132158591,19.933480176211454,17.030837004405285,84.2511013215859,1.48215859030837,141.8,970.7656365883807,18.253646477132264,14.86477132262052,81.96538936959209,2.5140914709517923,69.4,942.8660416666667,17.734583333333333,15.657291666666667,88.13958333333333,1.6770833333333333
2010-10-24,1.6,945.5553610503282,22.081619256017504,17.332166301969366,76.98687089715536,1.4417943107221005,3.4,972.1679455445544,18.35371287128713,13.471410891089109,75.63242574257426,2.2231435643564357,4.6000000000000005,944.6197916666666,18.964583333333334,14.85625,79.65,1.7425
2010-10-25,101.8,945.9957264957264,21.552564102564105,16.697222222222223,75.96794871794872,2.336111111111111,44.8,973.0800489596083,17.586168910648713,11.92766217870257,72.49938800489596,2.6419117647058825,146.4,944.3445833333334,18.338958333333334,14.976875,81.72708333333334,2.362083333333333
2010-10-26,8.6,946.7068376068376,19.67051282051282,11.53440170940171,64.41880341880342,2.3544871794871796,7.2,975.5332138590204,15.683870967741935,8.613022700119474,66.49820788530467,2.77168458781362,42.0,945.05875,16.190833333333334,10.623958333333333,72.56041666666667,2.7041666666666666
2010-10-27,5.6,945.3739872068231,18.689125799573564,9.359275053304904,58.98294243070362,2.0402985074626865,9.8,972.8577245508982,15.97125748502994,8.882275449101796,66.65269461077844,2.486946107784431,0.6000000000000001,943.661875,15.317291666666668,8.456666666666667,67.71875,2.2727083333333336
2010-10-28,0.0,944.7079059829059,20.962606837606838,10.346581196581196,55.952991452991455,1.9341880341880342,1.6,971.6753277711562,17.59094159713945,9.884147794994039,65.15256257449344,2.6775923718712753,1.6,943.1735416666667,17.638125,10.293958333333334,66.60833333333333,2.0966666666666667
2010-10-29,13.8,943.0972281449893,22.66183368869936,12.791257995735608,58.42217484008529,2.5142857142857142,249.6,968.8821428571429,17.48452380952381,12.309285714285714,73.81547619047619,3.8901190476190473,78.6,942.206875,18.897916666666667,13.205208333333333,72.92083333333333,2.972916666666667
2010-10-30,768.2,943.7609649122807,19.56973684210526,16.643859649122806,84.64254385964912,2.7232456140350876,317.4,967.8003605769231,18.63173076923077,13.824639423076924,77.92908653846153,3.892908653846154,684.0,940.7927083333333,18.956875,15.910416666666666,83.78333333333333,3.6340292275574115
2010-10-31,2.4000000000000004,948.3097192224623,20.298704103671703,14.471490280777537,73.4622030237581,1.849244060475162,10.8,973.6843861740166,17.638379022646006,5.510846245530394,49.898688915375445,4.487008343265792,0.4,945.08,18.504166666666666,10.769473684210526,66.09263157894736,2.99
2010-11-01,0.6000000000000001,950.4603411513859,20.108742004264393,7.701918976545842,49.59061833688699,2.75181236673774,0.0,977.0335714285713,17.066904761904762,7.5180952380952375,56.33452380952381,3.4171428571428573,0.4,947.48875,16.968958333333333,7.501461377870563,57.32426778242678,3.325625
2010-11-02,0.0,948.627078891258,19.91961620469083,7.985927505330491,50.6226012793177,2.231130063965885,0.0,975.7972619047619,17.71904761904762,8.502738095238096,58.57261904761905,2.6,0.0,946.6110416666667,16.700625,8.688125000000001,63.1375,2.44625
2010-11-03,0.0,946.1987206823028,21.069722814498935,10.50042643923241,55.26865671641791,2.145628997867804,0.0,971.8547619047619,19.9375,10.227738095238095,57.50714285714286,2.1789285714285715,0.4,944.7866666666666,18.088958333333334,10.256041666666667,64.05,1.9058333333333333
2010-11-04,0.2,946.0925373134329,23.345202558635393,12.261407249466952,54.63539445628998,2.342857142857143,2.4000000000000004,970.7308333333334,22.755476190476188,11.829166666666667,54.86309523809524,2.775238095238095,0.6000000000000001,944.5591666666667,20.540833333333335,12.897291666666666,65.79791666666667,2.7085416666666666
2010-11-05,257.4,945.2333333333333,20.49935064935065,15.507575757575758,75.40259740259741,2.364935064935065,131.4,971.4245238095237,18.947499999999998,13.210357142857143,71.85238095238095,2.989761904761905,242.6,942.844375,19.433541666666667,15.10375,78.35625,3.0272916666666663
2010-11-06,32.6,944.6908119658119,19.74508547008547,13.948717948717949,73.2991452991453,2.052777777777778,28.8,970.3519666269369,17.92777115613826,10.869487485101311,69.12634088200238,2.4210965435041714,79.0,941.3266666666666,17.715833333333332,12.787916666666666,76.23125,2.5516666666666667
2010-11-07,1.2,945.8925373134327,20.833901918976547,12.368522483940044,61.79871520342613,1.5812366737739874,0.2,969.7304761904761,21.15488095238095,9.871428571428572,53.47976190476191,2.5205952380952383,0.0,943.7329166666666,18.89333333333333,11.150625,64.53125,2.0841666666666665
2010-11-08,0.0,946.2650549450549,23.643736263736262,14.98857142857143,61.96923076923077,2.774065934065934,0.0,968.8564285714286,24.51345238095238,12.78952380952381,51.378571428571426,3.8120238095238093,0.4,944.3579166666666,21.251458333333336,14.632291666666667,68.98541666666667,3.725625
2010-11-09,312.6,945.721670428894,23.418510158013543,17.721670428893905,72.42437923250564,2.795711060948081,460.6,969.5887961859356,19.19797377830751,15.000953516090583,78.86054827175208,4.596066746126341,211.8,941.9841666666667,21.720625,16.98375,76.93541666666667,4.0920000000000005
2010-11-10,50.4,949.2833333333333,18.955180180180182,15.266216216216216,80.95495495495496,2.9353603603603604,32.6,979.6636471990465,13.567222884386174,7.345400238948627,70.03221957040573,4.098212157330155,64.8,947.2602083333334,15.733333333333333,12.048541666666667,80.76666666666667,3.816666666666667
2010-11-11,1.4,952.4993227990971,17.77471783295711,11.912415349887132,70.93453724604966,2.9799097065462754,0.4,981.5183551847438,14.42348033373063,6.365792610250297,63.01549463647199,2.5542312276519668,3.4000000000000004,951.5014583333334,14.70625,8.114375,68.32291666666667,2.2075
2010-11-12,4.6,950.643942992874,19.06793349168646,12.823040380047505,69.8812351543943,2.984085510688836,0.2,981.4151551312649,15.553221957040574,7.986515513126491,64.65155131264916,3.3471360381861577,1.4000000000000001,951.6062630480168,16.230480167014612,10.525678496868476,71.10438413361169,2.234446764091858
2010-11-13,14.0,949.6727272727273,19.323205741626793,13.2688995215311,69.82535885167464,3.5277511961722485,2.4,978.6145238095238,17.714761904761904,10.292619047619047,65.92142857142858,3.8528571428571428,6.2,950.431875,17.486875,12.1225,72.47916666666667,2.7939583333333333
2010-11-14,2.0,947.2238095238096,20.62928571428571,12.805238095238094,64.0952380952381,3.0985714285714288,17.8,974.9629761904762,19.43642857142857,13.17107142857143,70.27261904761905,4.108928571428572,6.6000000000000005,947.3727083333334,18.611041666666665,13.156041666666665,72.33333333333333,3.193541666666667
