id_reg,desc_reg,date,load_mwmed
SE,SUDESTE,2003-07-24 00:00:00,26492.02875081
N,NORTE,2003-07-25 00:00:00,2662.37958333
NE,NORDESTE,2003-07-25 00:00:00,5997.53166667
S,SUL,2003-07-25 00:00:00,7124.03791407
SE,SUDESTE,2003-07-25 00:00:00,26738.12166926
N,NORTE,2003-07-26 00:00:00,2551.915
NE,NORDESTE,2003-07-26 00:00:00,5642.26458333
S,SUL,2003-07-26 00:00:00,6262.04541829
SE,SUDESTE,2003-07-26 00:00:00,24513.81041504
N,NORTE,2003-07-27 00:00:00,2436.9125
NE,NORDESTE,2003-07-27 00:00:00,5166.35
S,SUL,2003-07-27 00:00:00,5214.63416601
SE,SUDESTE,2003-07-27 00:00:00,22030.98833399
N,NORTE,2003-07-28 00:00:00,2617.28041667
NE,NORDESTE,2003-07-28 00:00:00,5803.71958333
S,SUL,2003-07-28 00:00:00,6850.90083328
SE,SUDESTE,2003-07-28 00:00:00,25894.31916672
N,NORTE,2003-07-29 00:00:00,2656.84791667
NE,NORDESTE,2003-07-29 00:00:00,5946.56916667
S,SUL,2003-07-29 00:00:00,7127.02583125
SE,SUDESTE,2003-07-29 00:00:00,26509.56000209
N,NORTE,2003-07-30 00:00:00,2630.4625
NE,NORDESTE,2003-07-30 00:00:00,5954.49916667
S,SUL,2003-07-30 00:00:00,7085.53333379
SE,SUDESTE,2003-07-30 00:00:00,26773.29958288
N,NORTE,2003-07-31 00:00:00,2626.5375
NE,NORDESTE,2003-07-31 00:00:00,5942.86333333
S,SUL,2003-07-31 00:00:00,6985.28791804
SE,SUDESTE,2003-07-31 00:00:00,26868.31333196
N,NORTE,2003-08-01 00:00:00,2597.05458333
NE,NORDESTE,2003-08-01 00:00:00,5985.07416667
S,SUL,2003-08-01 00:00:00,7003.64916728
SE,SUDESTE,2003-08-01 00:00:00,26627.86999939
N,NORTE,2003-08-02 00:00:00,2525.10833333
NE,NORDESTE,2003-08-02 00:00:00,5641.53166667
S,SUL,2003-08-02 00:00:00,6121.37625061
SE,SUDESTE,2003-08-02 00:00:00,24466.13958272
N,NORTE,2003-08-03 00:00:00,2414.575
NE,NORDESTE,2003-08-03 00:00:00,5207.96833333
S,SUL,2003-08-03 00:00:00,5163.57832906
SE,SUDESTE,2003-08-03 00:00:00,21951.76792094
N,NORTE,2003-08-04 00:00:00,2612.98416667
NE,NORDESTE,2003-08-04 00:00:00,5821.74875
S,SUL,2003-08-04 00:00:00,6874.31791855
SE,SUDESTE,2003-08-04 00:00:00,26071.07583145
N,NORTE,2003-08-05 00:00:00,2641.16541667
NE,NORDESTE,2003-08-05 00:00:00,5882.18541667
S,SUL,2003-08-05 00:00:00,7237.12041733
SE,SUDESTE,2003-08-05 00:00:00,26893.85916601
N,NORTE,2003-08-06 00:00:00,2644.49125
NE,NORDESTE,2003-08-06 00:00:00,5908.56125
S,SUL,2003-08-06 00:00:00,7124.05916773
SE,SUDESTE,2003-08-06 00:00:00,27453.68958227
N,NORTE,2003-08-07 00:00:00,2650.39166667
NE,NORDESTE,2003-08-07 00:00:00,5969.60625
S,SUL,2003-08-07 00:00:00,6984.28416463
SE,SUDESTE,2003-08-07 00:00:00,27476.7341687
N,NORTE,2003-08-08 00:00:00,2682.79833333
NE,NORDESTE,2003-08-08 00:00:00,6036.06125
S,SUL,2003-08-08 00:00:00,6959.20083135
SE,SUDESTE,2003-08-08 00:00:00,27480.49166865
N,NORTE,2003-08-09 00:00:00,2593.71958333
NE,NORDESTE,2003-08-09 00:00:00,5748.63916667
S,SUL,2003-08-09 00:00:00,6080.05124995
SE,SUDESTE,2003-08-09 00:00:00,25119.70750005
N,NORTE,2003-08-10 00:00:00,2488.82083333
NE,NORDESTE,2003-08-10 00:00:00,5267.40458333
S,SUL,2003-08-10 00:00:00,4953.30499878
SE,SUDESTE,2003-08-10 00:00:00,21619.22708455
N,NORTE,2003-08-11 00:00:00,2638.54583333
NE,NORDESTE,2003-08-11 00:00:00,5935.65416667
S,SUL,2003-08-11 00:00:00,6704.58166695
SE,SUDESTE,2003-08-11 00:00:00,25445.99333305
N,NORTE,2003-08-12 00:00:00,2691.62916667
NE,NORDESTE,2003-08-12 00:00:00,6098.88083333
S,SUL,2003-08-12 00:00:00,7016.66791585
SE,SUDESTE,2003-08-12 00:00:00,26377.82166748
N,NORTE,2003-08-13 00:00:00,2699.62291667
NE,NORDESTE,2003-08-13 00:00:00,6073.06875
S,SUL,2003-08-13 00:00:00,7050.4275027
SE,SUDESTE,2003-08-13 00:00:00,26606.94208064
N,NORTE,2003-08-14 00:00:00,2723.5
NE,NORDESTE,2003-08-14 00:00:00,6073.76
S,SUL,2003-08-14 00:00:00,7123.24332962
SE,SUDESTE,2003-08-14 00:00:00,26883.21833705
N,NORTE,2003-08-15 00:00:00,2645.14166667
NE,NORDESTE,2003-08-15 00:00:00,6123.45375
S,SUL,2003-08-15 00:00:00,7089.97916896
SE,SUDESTE,2003-08-15 00:00:00,26511.78291438
N,NORTE,2003-08-16 00:00:00,2589.92083333
NE,NORDESTE,2003-08-16 00:00:00,5912.58625
S,SUL,2003-08-16 00:00:00,6148.2075001
SE,SUDESTE,2003-08-16 00:00:00,24266.44541656
N,NORTE,2003-08-17 00:00:00,2496.35
NE,NORDESTE,2003-08-17 00:00:00,5461.09208333
S,SUL,2003-08-17 00:00:00,4971.51874926
SE,SUDESTE,2003-08-17 00:00:00,21364.68208407
N,NORTE,2003-08-18 00:00:00,2674.11583333
NE,NORDESTE,2003-08-18 00:00:00,6048.10583333
S,SUL,2003-08-18 00:00:00,6720.27833379
SE,SUDESTE,2003-08-18 00:00:00,25367.19708288
N,NORTE,2003-08-19 00:00:00,2585.50541667
NE,NORDESTE,2003-08-19 00:00:00,6121.89166667
S,SUL,2003-08-19 00:00:00,6983.93625005
SE,SUDESTE,2003-08-19 00:00:00,26262.99458328
N,NORTE,2003-08-20 00:00:00,2634.57916667
NE,NORDESTE,2003-08-20 00:00:00,6130.65625
S,SUL,2003-08-20 00:00:00,7148.00624995
SE,SUDESTE,2003-08-20 00:00:00,26594.31166672
N,NORTE,2003-08-21 00:00:00,2652.5375
NE,NORDESTE,2003-08-21 00:00:00,6111.94
S,SUL,2003-08-21 00:00:00,7232.82916799
SE,SUDESTE,2003-08-21 00:00:00,26685.33083201
N,NORTE,2003-08-22 00:00:00,2658.27791667
NE,NORDESTE,2003-08-22 00:00:00,6141.13166667
S,SUL,2003-08-22 00:00:00,7238.34791692
SE,SUDESTE,2003-08-22 00:00:00,26836.25916641
N,NORTE,2003-08-23 00:00:00,2576.37625
NE,NORDESTE,2003-08-23 00:00:00,5863.01791667
S,SUL,2003-08-23 00:00:00,6356.83041687
SE,SUDESTE,2003-08-23 00:00:00,24931.33041646
N,NORTE,2003-08-24 00:00:00,2458.0875
NE,NORDESTE,2003-08-24 00:00:00,5412.30375
S,SUL,2003-08-24 00:00:00,5313.43166478
SE,SUDESTE,2003-08-24 00:00:00,22526.27333522
N,NORTE,2003-08-25 00:00:00,2619.82083333
NE,NORDESTE,2003-08-25 00:00:00,6097.52541667
S,SUL,2003-08-25 00:00:00,6756.90291799
SE,SUDESTE,2003-08-25 00:00:00,26647.42249868
N,NORTE,2003-08-26 00:00:00,2652.9
NE,NORDESTE,2003-08-26 00:00:00,6265.36458333
S,SUL,2003-08-26 00:00:00,6915.79833438
SE,SUDESTE,2003-08-26 00:00:00,26578.00416562
N,NORTE,2003-08-27 00:00:00,2689.17916667
NE,NORDESTE,2003-08-27 00:00:00,6277.09
S,SUL,2003-08-27 00:00:00,6932.87458262
SE,SUDESTE,2003-08-27 00:00:00,26292.94333405
N,NORTE,2003-08-28 00:00:00,2684.97
NE,NORDESTE,2003-08-28 00:00:00,6276.07791667
S,SUL,2003-08-28 00:00:00,7025.75208333
SE,SUDESTE,2003-08-28 00:00:00,26393.87958333
N,NORTE,2003-08-29 00:00:00,2684.95833333
NE,NORDESTE,2003-08-29 00:00:00,6268.66
S,SUL,2003-08-29 00:00:00,7053.69541601
SE,SUDESTE,2003-08-29 00:00:00,26110.29208399
N,NORTE,2003-08-30 00:00:00,2556.37916667
NE,NORDESTE,2003-08-30 00:00:00,6014.45625
S,SUL,2003-08-30 00:00:00,6181.35958303
SE,SUDESTE,2003-08-30 00:00:00,24008.32708364
N,NORTE,2003-08-31 00:00:00,2449.04583333
NE,NORDESTE,2003-08-31 00:00:00,5429.025
S,SUL,2003-08-31 00:00:00,5105.78041725
SE,SUDESTE,2003-08-31 00:00:00,21569.60749942
N,NORTE,2003-09-01 00:00:00,2630.58833333
NE,NORDESTE,2003-09-01 00:00:00,6103.73375
S,SUL,2003-09-01 00:00:00,6838.6158331
SE,SUDESTE,2003-09-01 00:00:00,25806.87958356
N,NORTE,2003-09-02 00:00:00,2657.55875
NE,NORDESTE,2003-09-02 00:00:00,6244.93625
S,SUL,2003-09-02 00:00:00,7057.39124771
SE,SUDESTE,2003-09-02 00:00:00,26564.71666896
N,NORTE,2003-09-03 00:00:00,2690.64166667
NE,NORDESTE,2003-09-03 00:00:00,6277.39541667
S,SUL,2003-09-03 00:00:00,7088.97166601
SE,SUDESTE,2003-09-03 00:00:00,26630.14583399
N,NORTE,2003-09-04 00:00:00,2674.87916667
NE,NORDESTE,2003-09-04 00:00:00,6272.71125
S,SUL,2003-09-04 00:00:00,7156.77375046
SE,SUDESTE,2003-09-04 00:00:00,26707.99624954
N,NORTE,2003-09-05 00:00:00,2703.52916667
NE,NORDESTE,2003-09-05 00:00:00,6165.88416667
S,SUL,2003-09-05 00:00:00,7280.76375305
SE,SUDESTE,2003-09-05 00:00:00,26942.84708028
N,NORTE,2003-09-06 00:00:00,2591.74666667
NE,NORDESTE,2003-09-06 00:00:00,5842.34125
S,SUL,2003-09-06 00:00:00,6433.5720844
SE,SUDESTE,2003-09-06 00:00:00,24988.18583227
N,NORTE,2003-09-07 00:00:00,2508.18458333
NE,NORDESTE,2003-09-07 00:00:00,5282.97458333
S,SUL,2003-09-07 00:00:00,5362.78291845
SE,SUDESTE,2003-09-07 00:00:00,22214.93249822
N,NORTE,2003-09-08 00:00:00,2654.99083333
NE,NORDESTE,2003-09-08 00:00:00,5991.91708333
S,SUL,2003-09-08 00:00:00,6930.32166692
SE,SUDESTE,2003-09-08 00:00:00,26625.26499975
N,NORTE,2003-09-09 00:00:00,2726.5125
NE,NORDESTE,2003-09-09 00:00:00,6214.78833333
S,SUL,2003-09-09 00:00:00,7206.48499908
SE,SUDESTE,2003-09-09 00:00:00,27806.80416758
N,NORTE,2003-09-10 00:00:00,2713.17333333
NE,NORDESTE,2003-09-10 00:00:00,6280.41291667
S,SUL,2003-09-10 00:00:00,7073.96750333
SE,SUDESTE,2003-09-10 00:00:00,27942.27791334
N,NORTE,2003-09-11 00:00:00,2743.01083333
NE,NORDESTE,2003-09-11 00:00:00,6292.755
S,SUL,2003-09-11 00:00:00,6946.36333522
SE,SUDESTE,2003-09-11 00:00:00,26932.05624812
N,NORTE,2003-09-12 00:00:00,2742.87916667
NE,NORDESTE,2003-09-12 00:00:00,6313.78916667
S,SUL,2003-09-12 00:00:00,6998.01624977
SE,SUDESTE,2003-09-12 00:00:00,26675.9004169
N,NORTE,2003-09-13 00:00:00,2633.48541667
NE,NORDESTE,2003-09-13 00:00:00,6045.92708333
S,SUL,2003-09-13 00:00:00,6158.75791723
SE,SUDESTE,2003-09-13 00:00:00,24854.45249944
N,NORTE,2003-09-14 00:00:00,2532.33458333
NE,NORDESTE,2003-09-14 00:00:00,5550.6725
S,SUL,2003-09-14 00:00:00,5089.63708204
SE,SUDESTE,2003-09-14 00:00:00,21978.6825013
N,NORTE,2003-09-15 00:00:00,2720.60958333
NE,NORDESTE,2003-09-15 00:00:00,6175.12333333
S,SUL,2003-09-15 00:00:00,6864.82791799
SE,SUDESTE,2003-09-15 00:00:00,26058.64833201
N,NORTE,2003-09-16 00:00:00,2680.22458333
NE,NORDESTE,2003-09-16 00:00:00,6230.43125
S,SUL,2003-09-16 00:00:00,7185.32041799
SE,SUDESTE,2003-09-16 00:00:00,26905.08416534
N,NORTE,2003-09-17 00:00:00,2705.99416667
NE,NORDESTE,2003-09-17 00:00:00,6363.13541667
S,SUL,2003-09-17 00:00:00,7127.74541799
SE,SUDESTE,2003-09-17 00:00:00,26754.45874868
N,NORTE,2003-09-18 00:00:00,2700.72041667
NE,NORDESTE,2003-09-18 00:00:00,6424.85666667
S,SUL,2003-09-18 00:00:00,7104.4229189
SE,SUDESTE,2003-09-18 00:00:00,26855.69041443
N,NORTE,2003-09-19 00:00:00,2714.8625
NE,NORDESTE,2003-09-19 00:00:00,6407.68166667
S,SUL,2003-09-19 00:00:00,7245.52708277
SE,SUDESTE,2003-09-19 00:00:00,27290.32083389
N,NORTE,2003-09-20 00:00:00,2643.15416667
NE,NORDESTE,2003-09-20 00:00:00,6070.87916667
S,SUL,2003-09-20 00:00:00,6156.88374863
SE,SUDESTE,2003-09-20 00:00:00,25436.36333471
N,NORTE,2003-09-21 00:00:00,2496.86041667
NE,NORDESTE,2003-09-21 00:00:00,5520.00833333
S,SUL,2003-09-21 00:00:00,5338.06708237
SE,SUDESTE,2003-09-21 00:00:00,22723.3220843
N,NORTE,2003-09-22 00:00:00,2720.92916667
NE,NORDESTE,2003-09-22 00:00:00,6221.665
S,SUL,2003-09-22 00:00:00,7137.12291875
SE,SUDESTE,2003-09-22 00:00:00,27120.99916458
N,NORTE,2003-09-23 00:00:00,2712.85958333
NE,NORDESTE,2003-09-23 00:00:00,6313.94875
S,SUL,2003-09-23 00:00:00,7441.42541677
SE,SUDESTE,2003-09-23 00:00:00,28119.96666656
N,NORTE,2003-09-24 00:00:00,2741.88375
NE,NORDESTE,2003-09-24 00:00:00,6277.56583333
S,SUL,2003-09-24 00:00:00,7457.29333384
SE,SUDESTE,2003-09-24 00:00:00,28501.03041616
N,NORTE,2003-09-25 00:00:00,2689.7125
NE,NORDESTE,2003-09-25 00:00:00,6405.15458333
S,SUL,2003-09-25 00:00:00,7335.36916392
SE,SUDESTE,2003-09-25 00:00:00,28342.01541941
N,NORTE,2003-09-26 00:00:00,2703.07125
NE,NORDESTE,2003-09-26 00:00:00,6452.54375
S,SUL,2003-09-26 00:00:00,7311.94000015
SE,SUDESTE,2003-09-26 00:00:00,28353.77458318
N,NORTE,2003-09-27 00:00:00,2581.52916667
NE,NORDESTE,2003-09-27 00:00:00,6128.94
S,SUL,2003-09-27 00:00:00,6409.27250173
SE,SUDESTE,2003-09-27 00:00:00,25449.61791494
N,NORTE,2003-09-28 00:00:00,2509.03333333
NE,NORDESTE,2003-09-28 00:00:00,5692.145
S,SUL,2003-09-28 00:00:00,5345.71875145
SE,SUDESTE,2003-09-28 00:00:00,22723.82458188
N,NORTE,2003-09-29 00:00:00,2739.48
NE,NORDESTE,2003-09-29 00:00:00,6466.15333333
S,SUL,2003-09-29 00:00:00,6940.31999863
SE,SUDESTE,2003-09-29 00:00:00,26861.42416804
N,NORTE,2003-09-30 00:00:00,2717.5775
NE,NORDESTE,2003-09-30 00:00:00,6570.10458333
S,SUL,2003-09-30 00:00:00,7169.11249898
SE,SUDESTE,2003-09-30 00:00:00,27111.09166768
N,NORTE,2003-10-01 00:00:00,2735.40833333
NE,NORDESTE,2003-10-01 00:00:00,6529.69458333
S,SUL,2003-10-01 00:00:00,7239.74374975
SE,SUDESTE,2003-10-01 00:00:00,27305.07916692
N,NORTE,2003-10-02 00:00:00,2731.26666667
NE,NORDESTE,2003-10-02 00:00:00,6469.05416667
S,SUL,2003-10-02 00:00:00,7331.02749903
SE,SUDESTE,2003-10-02 00:00:00,27849.12166763
N,NORTE,2003-10-03 00:00:00,2719.71666667
NE,NORDESTE,2003-10-03 00:00:00,6476.02875
S,SUL,2003-10-03 00:00:00,7443.52374842
SE,SUDESTE,2003-10-03 00:00:00,28268.78833491
N,NORTE,2003-10-04 00:00:00,2617.65416667
NE,NORDESTE,2003-10-04 00:00:00,6144.91375
S,SUL,2003-10-04 00:00:00,6566.91000244
SE,SUDESTE,2003-10-04 00:00:00,26008.59041423
N,NORTE,2003-10-05 00:00:00,2484.6375
NE,NORDESTE,2003-10-05 00:00:00,5642.35666667
S,SUL,2003-10-05 00:00:00,5506.66874868
SE,SUDESTE,2003-10-05 00:00:00,23340.65666799
N,NORTE,2003-10-06 00:00:00,2699.725
NE,NORDESTE,2003-10-06 00:00:00,6409.72833333
S,SUL,2003-10-06 00:00:00,7123.29916509
SE,SUDESTE,2003-10-06 00:00:00,27936.98125158
N,NORTE,2003-10-07 00:00:00,2714.20416667
NE,NORDESTE,2003-10-07 00:00:00,6609.34875
S,SUL,2003-10-07 00:00:00,7370.52333567
SE,SUDESTE,2003-10-07 00:00:00,28511.96708099
N,NORTE,2003-10-08 00:00:00,2716.61666667
NE,NORDESTE,2003-10-08 00:00:00,6601.01916667
S,SUL,2003-10-08 00:00:00,7398.60041748
SE,SUDESTE,2003-10-08 00:00:00,28077.04999919
N,NORTE,2003-10-09 00:00:00,2682.16666667
NE,NORDESTE,2003-10-09 00:00:00,6603.56291667
S,SUL,2003-10-09 00:00:00,7241.88916707
SE,SUDESTE,2003-10-09 00:00:00,28313.80499959
N,NORTE,2003-10-10 00:00:00,2688.5
NE,NORDESTE,2003-10-10 00:00:00,6604.2975
S,SUL,2003-10-10 00:00:00,7061.99249715
SE,SUDESTE,2003-10-10 00:00:00,27929.39666951
N,NORTE,2003-10-11 00:00:00,2634.55833333
NE,NORDESTE,2003-10-11 00:00:00,6206.68833333
S,SUL,2003-10-11 00:00:00,6140.29708516
SE,SUDESTE,2003-10-11 00:00:00,25397.64874817
N,NORTE,2003-10-12 00:00:00,2513.76666667
NE,NORDESTE,2003-10-12 00:00:00,5696.6325
S,SUL,2003-10-12 00:00:00,4951.27791707
SE,SUDESTE,2003-10-12 00:00:00,21746.50333293
N,NORTE,2003-10-13 00:00:00,2671.17916667
NE,NORDESTE,2003-10-13 00:00:00,6456.85041667
S,SUL,2003-10-13 00:00:00,6718.55208074
SE,SUDESTE,2003-10-13 00:00:00,25942.12166926
N,NORTE,2003-10-14 00:00:00,2717.94166667
NE,NORDESTE,2003-10-14 00:00:00,6413.92291667
S,SUL,2003-10-14 00:00:00,7068.01666509
SE,SUDESTE,2003-10-14 00:00:00,26834.90083491
N,NORTE,2003-10-15 00:00:00,2696.39166667
NE,NORDESTE,2003-10-15 00:00:00,6343.18791667
S,SUL,2003-10-15 00:00:00,7121.28208282
SE,SUDESTE,2003-10-15 00:00:00,26938.96916718
N,NORTE,2003-10-16 00:00:00,2706.25
NE,NORDESTE,2003-10-16 00:00:00,6442.7
S,SUL,2003-10-16 00:00:00,7263.81125015
SE,SUDESTE,2003-10-16 00:00:00,26925.75374985
N,NORTE,2003-10-17 00:00:00,2688.90833333
NE,NORDESTE,2003-10-17 00:00:00,6346.32625
S,SUL,2003-10-17 00:00:00,7351.16208293
SE,SUDESTE,2003-10-17 00:00:00,27276.47458374
N,NORTE,2003-10-18 00:00:00,2626.30416667
NE,NORDESTE,2003-10-18 00:00:00,6047.96083333
S,SUL,2003-10-18 00:00:00,6638.48708293
SE,SUDESTE,2003-10-18 00:00:00,25582.24416707
N,NORTE,2003-10-19 00:00:00,2428.39583333
NE,NORDESTE,2003-10-19 00:00:00,5363.51666667
S,SUL,2003-10-19 00:00:00,5274.46291656
SE,SUDESTE,2003-10-19 00:00:00,22254.17291677
N,NORTE,2003-10-20 00:00:00,2719.3
NE,NORDESTE,2003-10-20 00:00:00,6267.60708333
S,SUL,2003-10-20 00:00:00,7066.16416651
SE,SUDESTE,2003-10-20 00:00:00,27685.70958349
N,NORTE,2003-10-21 00:00:00,2766.2375
NE,NORDESTE,2003-10-21 00:00:00,6566.08333333
S,SUL,2003-10-21 00:00:00,7319.24250239
SE,SUDESTE,2003-10-21 00:00:00,28598.62749761
N,NORTE,2003-10-22 00:00:00,2743.01666667
NE,NORDESTE,2003-10-22 00:00:00,6594.9525
S,SUL,2003-10-22 00:00:00,7215.72750346
SE,SUDESTE,2003-10-22 00:00:00,28306.76207987
N,NORTE,2003-10-23 00:00:00,2744.45
NE,NORDESTE,2003-10-23 00:00:00,6619.89291667
S,SUL,2003-10-23 00:00:00,7174.48916601
SE,SUDESTE,2003-10-23 00:00:00,27920.58000066
N,NORTE,2003-10-24 00:00:00,2752.72916667
NE,NORDESTE,2003-10-24 00:00:00,6632.54625
S,SUL,2003-10-24 00:00:00,7454.36249878
SE,SUDESTE,2003-10-24 00:00:00,27415.28250122
N,NORTE,2003-10-25 00:00:00,2645.39041667
NE,NORDESTE,2003-10-25 00:00:00,6192.84625
S,SUL,2003-10-25 00:00:00,6693.17958501
SE,SUDESTE,2003-10-25 00:00:00,25529.89541499
N,NORTE,2003-10-26 00:00:00,2586.17916667
NE,NORDESTE,2003-10-26 00:00:00,5603.20375
S,SUL,2003-10-26 00:00:00,5299.43333206
SE,SUDESTE,2003-10-26 00:00:00,23473.2483346
N,NORTE,2003-10-27 00:00:00,2732.24166667
NE,NORDESTE,2003-10-27 00:00:00,6162.54083333
S,SUL,2003-10-27 00:00:00,6906.79208338
SE,SUDESTE,2003-10-27 00:00:00,27655.78416662
N,NORTE,2003-10-28 00:00:00,2817.27916667
NE,NORDESTE,2003-10-28 00:00:00,6487.24541667
S,SUL,2003-10-28 00:00:00,7197.50958389
SE,SUDESTE,2003-10-28 00:00:00,28272.66999944
N,NORTE,2003-10-29 00:00:00,2830.425
NE,NORDESTE,2003-10-29 00:00:00,6523.655
S,SUL,2003-10-29 00:00:00,7261.68958781
SE,SUDESTE,2003-10-29 00:00:00,28285.64749552
N,NORTE,2003-10-30 00:00:00,2863.41666667
NE,NORDESTE,2003-10-30 00:00:00,6498.13458333
S,SUL,2003-10-30 00:00:00,7336.72833562
SE,SUDESTE,2003-10-30 00:00:00,28012.02916438
N,NORTE,2003-10-31 00:00:00,2513.59583333
NE,NORDESTE,2003-10-31 00:00:00,6519.43875
S,SUL,2003-10-31 00:00:00,7427.34124685
SE,SUDESTE,2003-10-31 00:00:00,28126.13416982
N,NORTE,2003-11-01 00:00:00,2688.65875
NE,NORDESTE,2003-11-01 00:00:00,6124.70291667
S,SUL,2003-11-01 00:00:00,6312.25708552
SE,SUDESTE,2003-11-01 00:00:00,25756.0307617
N,NORTE,2003-11-02 00:00:00,2614.94333333
NE,NORDESTE,2003-11-02 00:00:00,5597.2525
S,SUL,2003-11-02 00:00:00,4986.97916885
SE,SUDESTE,2003-11-02 00:00:00,22453.55381726
N,NORTE,2003-11-03 00:00:00,2823.2875
NE,NORDESTE,2003-11-03 00:00:00,6319.55708333
S,SUL,2003-11-03 00:00:00,6699.29875051
SE,SUDESTE,2003-11-03 00:00:00,25636.82902727
N,NORTE,2003-11-04 00:00:00,2816.525
NE,NORDESTE,2003-11-04 00:00:00,6318.91458333
S,SUL,2003-11-04 00:00:00,7055.18875198
SE,SUDESTE,2003-11-04 00:00:00,26284.87728968
N,NORTE,2003-11-05 00:00:00,2830.9875
NE,NORDESTE,2003-11-05 00:00:00,6244.90458333
S,SUL,2003-11-05 00:00:00,7105.30041641
SE,SUDESTE,2003-11-05 00:00:00,26825.29534748
N,NORTE,2003-11-06 00:00:00,2877.17916667
NE,NORDESTE,2003-11-06 00:00:00,6267.94541667
S,SUL,2003-11-06 00:00:00,7219.98041962
SE,SUDESTE,2003-11-06 00:00:00,27026.69131649
N,NORTE,2003-11-07 00:00:00,2904.48333333
NE,NORDESTE,2003-11-07 00:00:00,6334.40833333
S,SUL,2003-11-07 00:00:00,7258.13666565
SE,SUDESTE,2003-11-07 00:00:00,27090.06033435
N,NORTE,2003-11-08 00:00:00,2800.74166667
NE,NORDESTE,2003-11-08 00:00:00,6001.805
S,SUL,2003-11-08 00:00:00,6524.15374827
SE,SUDESTE,2003-11-08 00:00:00,25035.86159895
N,NORTE,2003-11-09 00:00:00,2730.00416667
NE,NORDESTE,2003-11-09 00:00:00,5592.70125
S,SUL,2003-11-09 00:00:00,5556.16708394
SE,SUDESTE,2003-11-09 00:00:00,22865.71624939
N,NORTE,2003-11-10 00:00:00,2885.13333333
NE,NORDESTE,2003-11-10 00:00:00,6300.20583333
S,SUL,2003-11-10 00:00:00,7403.65083384
SE,SUDESTE,2003-11-10 00:00:00,27673.62604116
N,NORTE,2003-11-11 00:00:00,2890.0625
NE,NORDESTE,2003-11-11 00:00:00,6465.02625
S,SUL,2003-11-11 00:00:00,7863.99041779
SE,SUDESTE,2003-11-11 00:00:00,28515.16083221
N,NORTE,2003-11-12 00:00:00,2959.63333333
NE,NORDESTE,2003-11-12 00:00:00,6572.30458333
S,SUL,2003-11-12 00:00:00,7893.24999914
SE,SUDESTE,2003-11-12 00:00:00,29404.45682031
N,NORTE,2003-11-13 00:00:00,2960.29583333
NE,NORDESTE,2003-11-13 00:00:00,6632.44291667
S,SUL,2003-11-13 00:00:00,7428.61916631
SE,SUDESTE,2003-11-13 00:00:00,29316.44555591
N,NORTE,2003-11-14 00:00:00,2952.23333333
NE,NORDESTE,2003-11-14 00:00:00,6642.84958333
S,SUL,2003-11-14 00:00:00,7280.70208374
SE,SUDESTE,2003-11-14 00:00:00,28088.9686107
N,NORTE,2003-11-15 00:00:00,2824.70416667
NE,NORDESTE,2003-11-15 00:00:00,6072.65208333
S,SUL,2003-11-15 00:00:00,6086.67624949
SE,SUDESTE,2003-11-15 00:00:00,24352.91770884
N,NORTE,2003-11-16 00:00:00,2748.07083333
NE,NORDESTE,2003-11-16 00:00:00,5733.11208333
S,SUL,2003-11-16 00:00:00,5515.98791779
SE,SUDESTE,2003-11-16 00:00:00,23100.03902666
N,NORTE,2003-11-17 00:00:00,2939.47916667
NE,NORDESTE,2003-11-17 00:00:00,6437.21958333
S,SUL,2003-11-17 00:00:00,7200.91041646
SE,SUDESTE,2003-11-17 00:00:00,28260.97097243
N,NORTE,2003-11-18 00:00:00,2980.575
NE,NORDESTE,2003-11-18 00:00:00,6620.85916667
S,SUL,2003-11-18 00:00:00,7392.7420811
SE,SUDESTE,2003-11-18 00:00:00,28831.24521057
N,NORTE,2003-11-19 00:00:00,2924.8375
NE,NORDESTE,2003-11-19 00:00:00,6630.26541667
S,SUL,2003-11-19 00:00:00,7304.53083389
SE,SUDESTE,2003-11-19 00:00:00,29078.18409666
N,NORTE,2003-11-20 00:00:00,2949.5
NE,NORDESTE,2003-11-20 00:00:00,6636.92958333
S,SUL,2003-11-20 00:00:00,7339.6283341
SE,SUDESTE,2003-11-20 00:00:00,27785.20388813
N,NORTE,2003-11-21 00:00:00,2969.86666667
NE,NORDESTE,2003-11-21 00:00:00,6636.66458333
S,SUL,2003-11-21 00:00:00,7347.92416656
SE,SUDESTE,2003-11-21 00:00:00,27733.15027788
N,NORTE,2003-11-22 00:00:00,2880.97083333
NE,NORDESTE,2003-11-22 00:00:00,6142.63666667
S,SUL,2003-11-22 00:00:00,6749.86083644
SE,SUDESTE,2003-11-22 00:00:00,25498.13381634
N,NORTE,2003-11-23 00:00:00,2781.77083333
NE,NORDESTE,2003-11-23 00:00:00,5605.41958333
S,SUL,2003-11-23 00:00:00,5857.82750031
SE,SUDESTE,2003-11-23 00:00:00,23017.58638858
N,NORTE,2003-11-24 00:00:00,2967.0875
NE,NORDESTE,2003-11-24 00:00:00,6431.805
S,SUL,2003-11-24 00:00:00,7540.61124944
SE,SUDESTE,2003-11-24 00:00:00,27943.77590334
N,NORTE,2003-11-25 00:00:00,2948.9875
NE,NORDESTE,2003-11-25 00:00:00,6647.63875
S,SUL,2003-11-25 00:00:00,7676.48458349
SE,SUDESTE,2003-11-25 00:00:00,28950.20097207
N,NORTE,2003-11-26 00:00:00,2957.66666667
